bootstrap,input_features,imbalance,mLMethod,time.start,time.end,Precision,Recall,F1,BalancedAccuracy
79,Baseline,up,treebag,2023-11-26T23:17:46Z,2023-11-26T23:18:09Z,0.024096385542168676,0.04,0.030075187969924814,0.5115378186376932
79,Baseline,up,gbm,2023-11-26T23:18:09Z,2023-11-26T23:18:35Z,0.027419354838709678,0.68,0.05271317829457364,0.7140075219389888
79,Baseline,up,ranger,2023-11-26T23:18:36Z,2023-11-26T23:20:55Z,0.028896672504378284,0.66,0.05536912751677851,0.7141412452987881
79,Baseline,up,nnet,2023-11-26T23:20:55Z,2023-11-26T23:21:35Z,0.0306030603060306,0.68,0.05857019810508182,0.7274843292937736
79,Baseline,smote,glm,2023-11-26T23:21:35Z,2023-11-26T23:21:51Z,0.0264797507788162,0.68,0.050974512743628186,0.7094107814458839
79,Baseline,smote,earth,2023-11-26T23:21:51Z,2023-11-26T23:27:35Z,0.034610630407911,0.56,0.06519208381839348,0.6984078562473882
79,Baseline,smote,pda,2023-11-26T23:27:35Z,2023-11-26T23:28:31Z,0.02631578947368421,0.68,0.05067064083457526,0.7085750104471376
79,Baseline,smote,multinom,2023-11-26T23:28:31Z,2023-11-26T23:29:00Z,0.02627511591962906,0.68,0.050595238095238096,0.7083660676974509
79,Baseline,smote,treebag,2023-11-26T23:29:00Z,2023-11-26T23:29:25Z,0.032467532467532464,0.1,0.049019607843137254,0.5344337651483494
79,Baseline,smote,gbm,2023-11-26T23:29:27Z,2023-11-26T23:29:54Z,0.02893617021276596,0.68,0.05551020408163265,0.7207981613038028
79,Baseline,smote,ranger,2023-11-26T23:29:54Z,2023-11-26T23:32:51Z,0.031746031746031744,0.6,0.06030150753768844,0.704408692018387
79,Baseline,smote,nnet,2023-11-26T23:32:51Z,2023-11-26T23:33:31Z,0.030141843971631204,0.68,0.057724957555178265,0.7257083159214375
79,Baseline,rose,glm,2023-11-26T23:33:31Z,2023-11-26T23:33:46Z,0.00424929178470255,0.3,0.008379888268156424,0.2827831174258253
79,Baseline,rose,earth,2023-11-26T23:33:46Z,2023-11-26T23:35:10Z,0.0391566265060241,0.52,0.07282913165266106,0.693347262849979
79,Baseline,rose,pda,2023-11-26T23:35:11Z,2023-11-26T23:36:09Z,0.026881720430107527,0.7,0.05177514792899409,0.7176347680735478
79,Baseline,rose,multinom,2023-11-26T23:36:09Z,2023-11-26T23:36:36Z,0.027314112291350532,0.72,0.052631578947368425,0.7260676974508984
79,Baseline,rose,treebag,2023-11-26T23:36:37Z,2023-11-26T23:36:59Z,0.03409090909090909,0.18,0.05732484076433121,0.5633597994149603
79,Baseline,rose,gbm,2023-11-26T23:37:01Z,2023-11-26T23:37:26Z,0.037859007832898174,0.58,0.07107843137254902,0.7130045967404931
79,Baseline,rose,ranger,2023-11-26T23:37:26Z,2023-11-26T23:41:05Z,0.03680981595092025,0.24,0.06382978723404255,0.5871959882992059
79,Baseline,rose,nnet,2023-11-26T23:41:05Z,2023-11-26T23:41:42Z,0.029866117404737384,0.58,0.05680705190989225,0.691587964897618
79,All,none,glm,2023-11-26T23:41:42Z,2023-11-26T23:41:59Z,NA,0,NA,0.5
79,All,none,earth,2023-11-26T23:41:59Z,2023-11-26T23:43:53Z,NA,0,NA,0.5
79,All,none,pda,2023-11-26T23:43:53Z,2023-11-26T23:44:53Z,0.18181818181818182,0.04,0.06557377049180327,0.5190597576264103
79,All,none,multinom,2023-11-26T23:44:54Z,2023-11-26T23:45:25Z,NA,0,NA,0.5
79,All,none,treebag,2023-11-26T23:45:25Z,2023-11-26T23:45:47Z,0,0,NA,0.4996865858754701
79,All,none,gbm,2023-11-26T23:45:47Z,2023-11-26T23:46:12Z,NA,0,NA,0.5
79,All,none,ranger,2023-11-26T23:46:12Z,2023-11-26T23:48:15Z,NA,0,NA,0.5
79,All,none,nnet,2023-11-26T23:48:15Z,2023-11-26T23:49:06Z,NA,0,NA,0.5
79,All,weighted,glm,2023-11-26T23:49:06Z,2023-11-26T23:49:22Z,NA,0,NA,0.5
79,All,weighted,earth,2023-11-26T23:49:22Z,2023-11-26T23:51:20Z,NA,0,NA,0.5
79,All,weighted,pda,2023-11-26T23:51:20Z,2023-11-26T23:52:20Z,0.18181818181818182,0.04,0.06557377049180327,0.5190597576264103
79,All,weighted,multinom,2023-11-26T23:52:20Z,2023-11-26T23:52:51Z,NA,0,NA,0.5
79,All,weighted,treebag,2023-11-26T23:52:51Z,2023-11-26T23:53:12Z,0,0,NA,0.4996865858754701
79,All,weighted,gbm,2023-11-26T23:53:12Z,2023-11-26T23:53:38Z,NA,0,NA,0.5
79,All,weighted,ranger,2023-11-26T23:53:38Z,2023-11-26T23:55:41Z,NA,0,NA,0.5
79,All,weighted,nnet,2023-11-26T23:55:41Z,2023-11-26T23:56:32Z,NA,0,NA,0.5
79,All,up,glm,2023-11-26T23:56:32Z,2023-11-26T23:56:49Z,0.04871794871794872,0.76,0.09156626506024096,0.8024822398662766
79,All,up,earth,2023-11-26T23:56:49Z,2023-11-27T00:01:29Z,0.048223350253807105,0.76,0.09069212410501193,0.8016464688675303
79,All,up,pda,2023-11-27T00:01:29Z,2023-11-27T00:03:13Z,0.04881101376720901,0.78,0.09187279151943463,0.8106017551190974
79,All,up,multinom,2023-11-27T00:03:13Z,2023-11-27T00:04:03Z,0.0489060489060489,0.76,0.09189842805320435,0.8027956539908065
79,All,up,treebag,2023-11-27T00:04:03Z,2023-11-27T00:04:35Z,0,0,NA,0.4988508148767238
79,All,up,gbm,2023-11-27T00:04:36Z,2023-11-27T00:05:05Z,0.04779411764705882,0.78,0.09006928406466512,0.8088257417467615
