CDD30YR,CDD65,HDD30YR,HDD65,DBT1,DBT99,HOUSEHOLDER_RACE,SDESCENT,NONWHITE,HHAGE,OVER65,NHSLDMEM,LIVESALONE,LARGEHOUSE,EDUCATION,HIGHSCHOOL,EMPLOYHH,MONEYPY,POVERTY,KOWNRENT,ELPAY,NGPAY,UATYP10,ECOREGION,TYPEHUQ,APARTMENT,YEARMADERANGE,TOTROOMS,SWIMPOOL,WALLTYPE,ROOFTYPE,THERMALMASS,ADQINSUL,DRAFTY,WINDOWS,WINFRAME,TYPEGLASS,AIRCOND,HEATHOME,COOLTYPE,EQUIPM,ACEQUIPAGE,EQUIPAGE,NOAC,NOHEAT,NUMCFAN,NUMFLOORFAN,BACKUP,SOLAR,YEAR,TEMPMA
1296,1481,3583,2845,90.5,26.6,White,0,0,32,0,4,0,0,4,0,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2009,10,0,Siding,Singles,0,3,1,6,Wood,2,1,1,Central.Air,Central.Furnace,10,10,0,0,1,1,0,0,2020,0
1143,1162,6144,5834,93.2,1.5,White,1,1,33,0,1,1,0,1,1,1,10000,1,Rent,1,0,1,Great.Plains,Apt.Low,1,1989,1,0,Wood,Singles,0,1,1,3,Wood,2,0,1,None,BuiltIn.Electric,-2,10,0,0,1,0,1,0,2020,0
674,661,8255,8676,87.6,-14.5,White,0,0,83,1,3,0,0,5,0,0,150000,0,Own,1,1,1,Northern.Forests,SF.Detached,0,1959,8,0,Shingle,Singles,0,3,0,10,Wood,1,1,1,Central.Air,Central.Furnace,5,2,0,0,0,0,0,0,2020,0
862,957,5544,5207,87.5,10,Black,0,1,34,0,2,1,0,5,0,1,50000,1,Rent,0,0,1,Eastern.Temperate.Forests,SF.Attached,0,1969,8,0,Brick,Slate.Shake,1,1,1,16,Metal,2,0,1,None,Central.Furnace,-2,10,0,0,0,1,0,0,2020,0
3281,3615,1255,911,95.2,33.8,White,1,1,75,1,2,0,0,2,1,0,75000,0,Own,1,1,1,Great.Plains,SF.Detached,0,1959,5,0,Siding,Singles,0,2,1,10,Metal,1,1,1,Central.Air,Central.Furnace,2,0,0,0,4,0,0,0,2020,0
2278,2220,2568,2125,97,27.9,White,0,0,57,0,2,1,0,2,1,0,60000,1,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,2009,6,0,Brick,Singles,1,3,1,6,Metal,2,1,1,Central.Air,Central.Furnace,0,0,0,0,4,1,1,0,2020,0
332,556,7190,6828,86.8,2.9,White,0,0,69,1,2,0,0,5,0,0,75000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1979,7,0,Brick,Singles,1,2,1,10,Metal,2,1,1,Central.Air,Central.Furnace,5,5,0,0,3,0,0,0,2020,0
583,902,6443,5885,83.9,7.4,White,0,0,54,0,2,0,0,3,0,1,75000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1950,5,0,Siding,Singles,0,2,1,16,Wood,2,1,1,Window.Wall,Steam.HW,2,10,0,0,3,3,0,0,2020,0
1135,1167,4951,4586,89.2,11.3,White,0,0,79,1,1,1,0,3,0,0,35000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,8,0,Stucco,Singles,0,0,3,16,Wood,1,1,1,Central.Air,Central.Furnace,10,20,0,0,4,0,0,0,2020,0
1087,1363,4808,4209,81.8,13,White,0,0,45,0,2,0,0,4,0,1,50000,1,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1979,3,0,Stucco,No.Roof,0,3,0,3,Metal,1,1,1,Central.Air,Steam.HW,20,20,0,0,1,2,1,0,2020,0
1012,1195,5744,5208,91.3,11.5,White,1,1,29,0,3,0,0,4,0,1,60000,1,Rent,1,1,1,North.American.Deserts,SF.Attached,0,1999,5,0,Siding,Singles,0,2,1,6,Metal,1,1,1,Central.Air,Central.Furnace,15,20,1,1,0,1,0,0,2020,0
1171,960,1699,1231,88,35.5,American.Indian,1,1,67,1,2,0,0,3,0,0.5,150000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1959,6,0,Stucco,Singles,0,2,1,6,Metal,2,1,1,Central.Air,Central.Furnace,2,2,0,0,0,1,0,1,2020,0
404,717,6314,5378,81.5,14.1,White,0,0,63,0,2,0,0,5,0,0.5,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2009,11,0,Wood,Singles,0,3,1,20,Wood,2,1,1,Central.Air,Central.Furnace,15,15,0,0,6,0,1,1,2020,0
1033,1457,5565,5175,92.7,12.3,White,0,0,84,1,3,0,0,3,0,0,60000,1,Own,1,1,1,North.American.Deserts,SF.Detached,0,2009,7,0,Stucco,Singles,0,3,0,6,Vinyl,1,1,1,Central.Air,Central.Furnace,5,5,0,0,5,0,0,0,2020,0
830,891,5124,5063,87.4,12.2,White,0,0,41,0,1,1,0,4,0,1,40000,1,Rent,1,1,1,Eastern.Temperate.Forests,Apt.Low,1,1979,4,0,Brick,Singles,1,3,0,3,Wood,2,1,1,Central.Air,Central.Furnace,10,10,0,0,0,0,0,0,2020,0
2791,3358,1554,1059,95.3,33.8,White,0,0,54,0,5,0,0,3,0,1,60000,1,Own,1,1,1,Great.Plains,SF.Detached,0,2015,6,0,Stucco,Singles,0,3,0,6,Metal,2,1,1,Central.Air,Central.Furnace,10,5,0,0,3,0,0,0,2020,0
1242,1320,5408,4739,91.3,9.5,White,0,0,67,1,3,0,0,3,0,0,75000,0,Own,1,1,1,Great.Plains,SF.Detached,0,1989,10,0,Wood,Singles,0,2,0,10,Vinyl,2,1,1,Central.Air,Central.Furnace,5,5,0,0,4,0,0,0,2020,0
1599,1583,3306,2897,92.4,23.6,White,0,0,62,0,2,0,0,4,0,1,100000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1989,8,0,Siding,Singles,0,2,0,20,Wood,1,1,1,Central.Air,Central.Furnace,0,20,0,0,6,0,1,0,2020,0
426,710,6841,5861,86.4,9.4,White,0,0,70,1,2,0,0,4,0,0,75000,0,Own,1,0,0.5,Eastern.Temperate.Forests,SF.Detached,0,1950,15,0,Brick,Slate.Shake,1,1,1,30,Wood,1,1,1,Window.Wall,Steam.HW,2,0,0,0,0,1,1,0,2020,0
913,950,5377,5110,89.9,15.7,White,0,0,59,0,1,1,0,3,0,0,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2020,6,1,Siding,Singles,0,2,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,2,2,0,0,3,0,0,0,2020,0
161,253,4449,4312,82.1,28.4,White,0,0,49,0,1,1,0,3,0,1,40000,1,Rent,1,0,1,Marine.West.Coast.Forest,Apt.High,1,2015,1,0,Concrete,No.Roof,1,2,0,1,Vinyl,1,0,1,None,BuiltIn.Electric,-2,2,0,0,0,1,0,0,2020,0
940,858,7431,7183,88.1,-5.8,White,0,0,81,1,2,0,0,3,0,0,35000,1,Own,1,1,1,Great.Plains,SF.Detached,0,1969,6,0,Stucco,Singles,0,3,0,10,Wood,2,1,1,Central.Air,Central.Furnace,20,20,0,0,1,0,0,0,2020,0
183,1323,8045,4328,89.9,15.8,White,0,0,39,0,4,0,0,5,0,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,8,0,Siding,Singles,0,3,0,20,Wood,2,1,1,Central.Air,Central.Furnace,0,2,0,0,3,0,0,1,2020,0
1596,1621,4575,3909,97.5,15.7,White,0,0,70,1,1,1,0,4,0,0,75000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1999,13,0,Brick,Metal,1,3,0,10,Metal,2,1,1,Central.Air,Heat.Pump,20,20,0,0,8,5,1,0,2020,0
727,964,5828,5076,89.9,15.8,Asian,0,1,59,1,2,0,0,5,0,1,100000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1969,9,0,Siding,Singles,0,3,0,30,Metal,2,1,1,Central.Air,Central.Furnace,10,10,0,0,0,0,1,0,2020,0
1512,1541,3653,3092,91.3,24.8,White,0,0,60,0,1,1,0,3,0,0,20000,1,Own,1,0,0,Eastern.Temperate.Forests,Mobile,0,2009,7,0,Siding,Singles,0,2,1,6,Metal,1,0,1,None,Central.Furnace,-2,5,0,0,1,0,0,0,2020,0
698,983,1382,1046,81.3,45.2,Mixed.Race,0,1,80,1,2,0,0,4,0,0,150000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1959,7,0,Stucco,Wood.Shingle,0,2,0,16,Wood,1,1,1,Central.Air,Central.Furnace,10,10,0,0,4,0,0,0,2020,0
690,1056,6057,5610,91.1,8.8,Black,0,1,62,0,1,1,0,3,0,0,75000,0,Own,1,1,1,North.American.Deserts,SF.Detached,0,2009,11,0,Siding,Ceramic.Tiles,1,2,0,6,Metal,2,1,1,Central.Air,Central.Furnace,15,10,0,0,4,0,0,1,2020,0
4112,4875,168,101,90.8,48.4,Black,0,1,60,1,3,0,0,2,1,0.5,40000,1,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1999,6,0,Concrete,Singles,1,3,0,6,Metal,2,1,1,Central.Air,Central.Furnace,5,5,1,1,5,0,0,0,2020,0
163,76,6964,7136,90.2,12.6,White,0,0,89,1,1,1,0,4,0,0,35000,1,Own,1,0,1,Northwestern.Forested.Mountains,Mobile,0,1989,6,0,Siding,Singles,0,3,1,10,Vinyl,2,0,1,None,Central.Furnace,-2,20,0,0,0,2,0,0,2020,0
417,517,7472,7355,85.8,5.3,White,0,0,56,0,2,0,0,4,0,0.5,150000,0,Own,1,1,0.5,Northern.Forests,SF.Detached,0,1959,8,0,Siding,Singles,0,2,1,16,Wood,2,1,1,Central.Air,Central.Furnace,10,10,0,0,3,0,0,0,2020,0
736,920,5952,5309,85,9.4,White,0,0,49,0,4,0,0,4,0,0,150000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1959,11,0,Shingle,Singles,0,3,0,20,Wood,3,1,1,Central.Air,Central.Furnace,5,5,0,0,0,0,0,0,2020,0
2179,1873,2933,2720,95,25.5,Black,0,1,44,0,1,1,0,2,1,0,0,1,Own,1,1,0,Eastern.Temperate.Forests,SF.Detached,0,1999,3,0,Concrete,Metal,1,3,0,6,Vinyl,1,1,1,Window.Wall,Central.Furnace,0,0,0,0,2,3,0,0,2020,0
1541,1572,3789,3299,92.6,21.2,Black,0,1,50,0,1,1,0,3,0,1,60000,1,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1999,7,0,Shingle,Slate.Shake,0,1,2,6,Composite,2,0,1,None,Heat.Pump,-2,20,0,0,4,0,0,0,2020,0
1584,2155,3514,2135,95.1,26.5,White,0,0,68,1,2,0,0,2,1,1,60000,1,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1999,6,1,Siding,Singles,0,2,0,10,Wood,2,1,1,Central.Air,Heat.Pump,5,5,0,0,5,0,0,0,2020,0
229,546,8045,7422,86.2,2.7,White,0,0,80,1,2,0,0,2,1,0,25000,1,Own,1,0,0,Northern.Forests,SF.Detached,0,1950,8,0,Siding,Singles,0,2,1,10,Metal,2,1,1,Window.Wall,Steam.HW,5,10,0,0,3,2,1,0,2020,0
548,926,1424,1096,83.7,45.7,White,1,1,90,1,3,0,0,5,0,0,75000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Attached,0,1999,7,0,Stucco,Singles,0,2,0,10,Metal,2,0,1,None,Central.Furnace,-2,20,0,0,0,0,0,0,2020,0
544,702,6387,5991,86.4,9.4,White,0,0,66,1,2,0,0,4,0,1,50000,1,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1979,6,0,Wood,Singles,0,2,1,16,Wood,2,1,1,Window.Wall,BuiltIn.Electric,2,20,0,0,4,1,1,0,2020,0
362,309,4396,4510,87.5,29.5,Asian,0,1,66,1,3,0,0,2,1,1,75000,0,Own,1,1,1,Marine.West.Coast.Forest,SF.Detached,0,1999,6,0,Wood,Singles,0,2,1,6,Vinyl,2,0,1,None,Central.Furnace,-2,20,0,0,0,3,0,0,2020,0
1255,1329,5004,4596,92.6,10.6,White,0,0,37,0,2,1,0,3,0,0.5,15000,1,Own,1,1,1,Great.Plains,SF.Attached,0,1979,5,0,Wood,Singles,0,2,0,3,Fiberglass,1,1,1,Central.Air,Central.Furnace,5,5,0,0,2,0,0,0,2020,0
457,724,6093,5375,81.5,14.1,White,0,0,71,1,2,0,0,3,0,0,50000,1,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1989,6,0,Wood,Singles,0,3,0,16,Wood,2,1,1,Window.Wall,Central.Furnace,10,20,0,0,0,1,0,0,2020,0
847,996,5311,4581,87.6,12.2,White,0,0,78,1,2,0,0,3,0,0,25000,1,Own,1,1,0.5,Eastern.Temperate.Forests,SF.Detached,0,1969,6,0,Siding,Singles,0,2,1,10,Metal,2,1,1,Central.Air,Central.Furnace,15,15,0,0,2,2,1,0,2020,0
4192,4928,661,345,99,42,White,1,1,63,1,2,0,0,5,0,0,75000,0,Own,1,0,1,Great.Plains,SF.Detached,0,1999,10,0,Brick,Singles,1,3,0,16,Metal,2,1,1,Central.Air,Heat.Pump,5,5,0,0,7,0,0,0,2020,0
0,6,10391,10506,71.9,-9.2,Mixed.Race,0,1,47,0,3,0,0,4,0,0.5,75000,0,Own,1,1,0.5,Taiga,SF.Detached,0,2009,7,0,Shingle,Singles,0,3,0,10,Vinyl,2,0,1,None,Central.Furnace,-2,15,0,0,1,3,1,0,2020,0
731,923,6350,6224,93.2,1.2,White,0,0,64,0,2,1,0,3,0,0.5,35000,1,Own,1,1,0,Great.Plains,SF.Detached,0,1959,10,0,Wood,Singles,0,2,1,16,Metal,2,1,1,Central.Air,Central.Furnace,10,10,0,0,2,0,0,0,2020,0
204,164,4684,4766,82.5,26.2,White,0,0,36,0,1,1,0,3,0,0,50000,1,Own,1,0,1,Marine.West.Coast.Forest,SF.Detached,0,1979,7,0,Siding,Singles,0,2,1,10,Metal,2,0,1,None,Central.Furnace,-2,20,0,0,2,2,0,0,2020,0
685,1026,5826,5215,84.5,8.8,White,0,0,22,0,3,0,0,3,0,1,60000,1,Rent,1,1,1,Eastern.Temperate.Forests,SF.Attached,0,1979,5,0,Siding,Singles,0,3,0,6,Wood,1,1,1,Central.Air,Central.Furnace,10,10,0,0,2,0,0,0,2020,0
892,1058,6118,5701,89.8,3.3,White,0,0,43,0,5,0,0,4,0,1,100000,0,Own,1,1,0.5,Eastern.Temperate.Forests,SF.Detached,0,1979,12,1,Siding,Singles,0,3,0,16,Vinyl,2,1,1,Central.Air,Central.Furnace,5,0,0,0,4,2,0,0,2020,0
795,966,6114,5526,87.9,7.4,White,0,0,62,0,2,0,0,3,0,0,100000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1950,8,0,Siding,Singles,0,3,1,10,Vinyl,2,1,1,Central.Air,Heat.Pump,5,5,0,0,1,1,0,0,2020,0
879,1139,5962,4963,88.3,9.2,White,0,0,65,1,2,0,0,3,0,0,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,9,0,Stone,Singles,1,2,0,10,Wood,2,1,1,Central.Air,Central.Furnace,20,20,0,0,4,0,1,0,2020,0
435,388,7644,8078,87.9,-3.3,White,0,0,30,0,2,0,0,4,0,1,60000,1,Own,1,1,0.5,Northwestern.Forested.Mountains,SF.Detached,0,1959,8,0,Other,Singles,0,2,0,10,Metal,1,1,1,Window.Wall,Central.Furnace,0,5,0,0,3,0,0,0,2020,0
3119,3533,1385,982,95.2,33.8,White,1,1,48,1,5,0,0,4,0,1,100000,0,Own,1,1,1,Great.Plains,SF.Detached,0,1959,8,0,Brick,Wood.Shingle,1,3,0,10,Vinyl,2,1,0,Central.Air,None,2,-2,0,0,8,6,0,0,2020,0
1877,1954,2681,2823,98.4,30.3,White,0,0,65,1,2,0,0,4,0,0,25000,1,Rent,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,2009,9,0,Stucco,Ceramic.Tiles,1,3,0,10,Metal,2,1,1,Central.Air,Central.Furnace,15,15,0,0,5,5,0,0,2020,0
2074,2301,2299,2282,99.2,33.5,White,1,1,40,0,5,0,0,1,1,1,30000,1,Rent,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1969,6,0,Wood,Singles,0,0,1,6,Wood,2,1,1,Window.Wall,Portable.Electric,5,2,0,1,1,2,0,0,2020,0
1766,1984,3198,2603,92.6,23.1,White,1,1,46,0,4,0,0,3,0,1,60000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,6,0,Siding,Singles,0,2,0,6,Wood,1,1,1,Central.Air,Central.Furnace,5,5,0,0,2,0,0,0,2020,0
2266,2033,2954,2774,94.3,22.9,Mixed.Race,0,1,21,0,4,1,0,5,0,0.5,0,1,Rent,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1999,3,0,Siding,Singles,0,1,0,3,Metal,2,1,1,Central.Air,Central.Furnace,5,5,0,0,0,0,0,0,2020,0
765,1096,5598,5041,87,9.9,White,0,0,51,0,2,1,0,4,0,1,35000,1,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1950,4,0,Siding,No.Roof,0,1,3,1,Wood,1,1,1,Window.Wall,BuiltIn.Electric,2,20,0,0,0,2,0,0,2020,0
1461,1540,4277,3799,91.3,17.9,Black,0,1,27,0,2,0,0,5,0,1,75000,0,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1989,2,0,Brick,No.Roof,1,2,1,3,Vinyl,2,1,0,Window.Wall,None,0,-2,0,0,0,0,0,0,2020,0
1571,1790,3138,2451,91.3,27.7,White,0,0,52,0,2,1,0,5,0,1,150000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,2020,8,0,Siding,Singles,0,3,0,10,Vinyl,2,1,1,Central.Air,Heat.Pump,0,0,0,0,5,1,0,0,2020,0
2608,3626,1915,1135,97.2,28.2,White,0,0,70,1,2,0,0,4,0,0,75000,0,Own,1,1,1,Great.Plains,SF.Detached,0,2009,5,0,Stone,Singles,1,2,0,10,Metal,1,1,1,Central.Air,Central.Furnace,0,0,0,0,2,1,0,1,2020,0
355,632,2448,2188,83.7,38.6,Asian,0,1,63,0,2,0,0,4,0,1,150000,0,Rent,1,1,1,Mediterranean.California,Apt.High,1,2015,4,0,Stucco,No.Roof,0,0,0,3,Metal,2,1,0,Central.Air,None,5,-2,0,0,0,3,0,0,2020,0
84,114,5068,4842,75.5,29.6,White,0,0,60,0,2,0,0,2,1,0,0,1,Own,1,0,1,Marine.West.Coast.Forest,Mobile,0,1969,4,0,Siding,Metal,0,1,2,10,Wood,1,1,1,Central.Air,Central.Furnace,2,10,0,0,0,0,0,0,2020,0
1252,1077,3510,3357,91.1,22.8,White,0,0,33,0,5,0,0,2,1,0.5,75000,0,Rent,1,1,0,Eastern.Temperate.Forests,SF.Detached,0,1979,5,0,Wood,Singles,0,2,1,6,Wood,1,1,1,Central.Air,Central.Furnace,0,0,0,0,4,0,0,0,2020,0
1613,1475,3317,3189,90.4,22.2,White,0,0,42,0,1,1,0,3,0,0,75000,0,Rent,0,0,1,Eastern.Temperate.Forests,Apt.High,1,1969,2,0,Brick,No.Roof,1,3,1,1,Metal,1,1,1,Window.Wall,BuiltIn.Electric,5,5,0,0,0,0,0,0,2020,0
1655,1630,4676,4325,97,12.2,White,0,0,36,0,4,0,0,3,0,1,100000,0,Own,1,0,1,Great.Plains,SF.Detached,0,2009,8,0,Siding,Singles,0,2,1,10,Metal,2,1,1,Central.Air,Central.Furnace,10,10,0,0,4,0,0,0,2020,0
1328,1568,4100,3883,92.9,21.6,White,1,1,78,1,3,0,0,3,0,0,100000,0,Own,1,1,1,Temperate.Sierras,SF.Detached,0,1979,6,1,Stucco,Singles,0,2,0,6,Metal,2,1,1,Swamp,Central.Furnace,5,5,0,0,1,3,0,0,2020,0
285,479,6972,6557,82,6.9,White,0,0,64,1,2,0,0,3,0,0,35000,1,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1979,8,1,Siding,Singles,0,2,0,10,Vinyl,2,1,1,Window.Wall,Steam.HW,2,2,0,0,5,0,0,0,2020,0
1064,1221,5912,5518,89.5,5.4,Black,0,1,39,0,1,1,0,2,1,1,40000,1,Rent,1,1,1,Eastern.Temperate.Forests,Apt.Low,1,1989,3,0,Brick,Metal,1,1,2,6,Wood,1,1,1,Central.Air,Central.Furnace,5,5,0,0,2,0,0,0,2020,0
1730,1836,3256,2885,91.6,23.2,Black,0,1,69,1,1,1,0,3,0,0,12500,1,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1999,4,0,Siding,No.Roof,0,3,0,3,Wood,2,0,1,None,BuiltIn.Electric,-2,10,0,0,0,0,0,0,2020,0
1416,1595,4350,3744,91.5,15.9,White,1,1,62,0,2,0,0,4,0,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1989,13,0,Brick,Singles,1,3,0,20,Wood,2,1,1,Central.Air,Central.Furnace,5,5,0,0,0,0,0,0,2020,0
2564,2949,1684,1084,92.9,33.6,White,0,0,62,1,3,0,0,5,0,0,40000,1,Own,1,0,1,Great.Plains,SF.Attached,0,1999,7,0,Wood,Metal,0,2,2,16,Metal,2,1,1,Central.Air,Heat.Pump,10,20,0,0,4,0,1,0,2020,0
2850,3740,1335,801,92.9,36.4,White,0,0,78,1,2,0,0,2,1,0,75000,0,Own,1,1,1,Great.Plains,SF.Detached,0,2015,7,0,Brick,Singles,1,3,0,16,Vinyl,2,1,1,Central.Air,Central.Furnace,5,5,0,0,4,1,0,0,2020,0
2387,3213,1817,951,91.4,33.2,White,0,0,73,1,1,1,0,3,0,0,15000,1,Own,1,0,0,Eastern.Temperate.Forests,Mobile,0,1999,7,0,Siding,Singles,0,3,0,16,Metal,1,1,1,Central.Air,Heat.Pump,10,10,0,0,5,1,1,0,2020,0
1951,2008,3370,2867,94.3,22.9,White,0,0,26,0,2,0,0,4,0,1,100000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1959,7,0,Wood,Singles,0,2,1,10,Wood,1,1,1,Central.Air,Central.Furnace,10,5,0,0,5,3,0,0,2020,0
306,592,7267,6396,83.5,0.7,White,0,0,84,1,1,1,0,2,1,0,20000,1,Own,1,0,0.5,Northern.Forests,SF.Detached,0,1950,13,0,Siding,Singles,0,2,2,10,Wood,1,0,1,None,Steam.HW,-2,20,0,0,6,0,0,0,2020,0
833,882,6044,5795,88,5.8,White,0,0,83,1,2,0,0,2,1,0,25000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,8,0,Siding,Singles,0,3,0,10,Wood,1,1,1,Central.Air,Central.Furnace,2,2,0,0,5,0,0,0,2020,0
1245,1148,4445,4374,89.6,13.6,White,0,0,64,0,1,1,0,2,1,0,75000,0,Rent,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1969,3,0,Brick,Singles,1,2,0,3,Wood,2,1,1,Central.Air,Heat.Pump,5,2,0,0,1,1,0,0,2020,0
1947,1773,2789,2537,92.7,24.7,White,0,0,66,1,2,0,0,4,0,0,75000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2015,7,0,Siding,Singles,0,2,0,10,Wood,2,1,1,Central.Air,Central.Furnace,5,5,0,0,6,1,0,0,2020,0
334,278,7127,7409,88.9,-9.2,White,0,0,68,1,2,0,0,5,0,0,35000,1,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,2009,6,0,Siding,Singles,0,3,0,16,Vinyl,2,1,1,Central.Air,Steam.HW,10,10,0,0,0,0,0,0,2020,0
2934,3560,1423,902,93.4,35.5,Asian,0,1,29,0,4,0,0,3,0,1,30000,1,Rent,1,0,1,Great.Plains,Apt.High,1,1979,5,0,Wood,No.Roof,0,1,1,1,Metal,1,0,1,None,Heat.Pump,-2,5,0,0,1,0,0,0,2020,0
2897,3630,901,613,90.9,39.2,White,0,0,67,1,2,0,0,2,1,0,50000,1,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1969,9,1,Concrete,Singles,1,2,0,6,Wood,2,0,1,None,Heat.Pump,-2,10,0,0,6,0,1,0,2020,0
4479,4900,0,0,88.9,63.9,Asian,0,1,72,1,1,1,0,5,0,0,30000,1,Own,1,1,1,North.American.Deserts,SF.Detached,0,1950,6,0,Shingle,Singles,0,0,0,20,Wood,1,0,0,None,None,-2,-2,0,0,0,1,0,0,2020,0
1807,1702,2786,2753,98.4,30.3,White,1,1,29,0,5,0,0,2,1,0,50000,1,Rent,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1979,5,0,Stucco,Singles,0,2,3,6,Metal,2,1,1,Central.Air,Central.Furnace,0,2,0,0,3,1,0,0,2020,0
353,669,7751,6420,86.2,3.9,White,0,0,73,1,1,1,0,3,0,0,20000,1,Rent,1,0,0.5,Northern.Forests,Apt.High,1,1999,3,0,Wood,No.Roof,0,3,0,3,Wood,2,1,1,Window.Wall,Steam.HW,5,10,0,0,1,0,0,0,2020,0
1642,1467,3901,3807,91,18.1,White,0,0,75,1,2,0,0,3,0,0,60000,1,Own,1,1,0,Eastern.Temperate.Forests,SF.Detached,0,1979,8,0,Brick,Singles,1,2,1,10,Wood,2,1,1,Central.Air,Central.Furnace,10,10,0,0,4,0,1,0,2020,0
1047,1463,4389,3520,89.9,19,White,0,0,82,1,1,1,0,2,1,0.5,25000,1,Own,1,0,0,Eastern.Temperate.Forests,SF.Attached,0,2009,6,0,Siding,Singles,0,3,0,10,Metal,2,1,1,Central.Air,Heat.Pump,10,10,0,0,5,0,0,0,2020,0
998,1291,4860,4231,86.5,17.8,White,0,0,70,1,7,0,1,2,1,0,0,1,Rent,1,1,1,Eastern.Temperate.Forests,Apt.Low,1,1959,12,0,Siding,Singles,0,1,2,10,Metal,2,1,1,Window.Wall,Central.Furnace,2,10,0,0,0,0,0,0,2020,0
776,1133,5525,4588,86.5,12.8,White,0,0,57,0,1,1,0,5,0,0.5,150000,0,Rent,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1950,6,0,Siding,Singles,0,1,1,10,Metal,2,1,1,Central.Air,Central.Furnace,5,5,0,0,2,2,1,0,2020,0
1568,1679,4083,3411,91.8,20.7,Black,1,1,51,0,3,0,0,5,0,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1950,7,0,Brick,Singles,1,1,1,10,Wood,1,1,1,Central.Air,Central.Furnace,5,5,0,0,2,2,0,0,2020,0
284,588,7976,7255,82.2,-0.7,White,0,0,78,1,1,1,0,2,1,0,40000,1,Own,1,0,0.5,Northern.Forests,SF.Detached,0,1959,8,0,Siding,Singles,0,3,0,10,Vinyl,2,1,1,Window.Wall,Heat.Pump,5,5,0,0,0,1,0,0,2020,0
523,794,6501,5645,85.8,9.4,White,0,0,44,0,2,1,0,5,0,1,75000,0,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1979,4,0,Brick,No.Roof,1,3,0,3,Metal,2,1,1,Central.Air,BuiltIn.Electric,15,20,0,0,0,2,0,0,2020,0
526,916,6506,5408,88.1,8.7,White,0,0,40,0,1,1,0,4,0,1,75000,0,Own,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1959,4,0,Brick,No.Roof,1,2,1,1,Metal,2,1,1,Window.Wall,BuiltIn.Electric,2,20,0,0,1,1,0,0,2020,0
509,659,7363,6979,91.5,-3.6,White,0,0,63,0,2,0,0,3,0,1,100000,0,Own,1,1,0,Great.Plains,SF.Detached,0,2009,8,0,Siding,Singles,0,3,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,15,15,0,0,1,0,1,0,2020,0
